KKSP.03.030,Spordisotsioloogia,3
ARBK.01.030,Meditsiiniline biokeemia,11
P2PC.00.102,Sotsiaalkindlustuse ökonoomika,3
P2PC.00.507,Eesti õigekeelsus ja väljendusõpetus,3
USUS.03.047,Diakoonia,3
SOPH.00.283,Arengupsühholoogia,3
OIAO.01.005,Karistusõigus,6
FLGR.01.010,Inglise keele ajalugu,3
FLGR.01.034,Tekstianalüüs 1,3
FLGR.03.256,Hispaania keele teooria I,6
LOFY.04.002,Analüütiline mehaanika,5
FLEE.04.132,Eesti keele praktika,3
MTAT.06.019,Matemaatika arvutilingvistidele I,6
ARMP.01.026,Inimese molekulaarne ja kliiniline geneetika,6
USUS.04.061,Uue Testamendi ajastu ja Jeesuse elu,3
FLEE.08.001,Sissejuhatus üldkeeleteadusesse,3
ARLA.01.027,Lastehaigused,3
OIAO.01.026,Varavastased süüteod,3
USUS.04.033,Uue Testamendi sissejuhatus,3
ARKA.01.049,Kardioloogia,3
USUS.00.015,Babüloonia keel ja kiri,6
P2VK.04.542,Valguskujundus,10
KKSB.05.074,Füüsikaline ravi,4
P2VK.04.175,Sissejuhatus semiootikasse,3
P2VK.01.182,Projektijuhtimine,3
P2PC.00.486,Soome keel algajatele,2
ARTH.02.067,Eetilised aspektid terviseteadustes,2
P2PC.00.509,Vene keel algajatele I osa,3
FLSE.00.058,Biosemiootika ja elussüsteemide teooria,3
P2VK.04.584,Laulmine I,5
ARKI.02.040,Veresoontekirurgia,1.5
SOZU.01.198,Loovkirjutamine,6
P2VK.02.518,Praktiline harmoniseerimine klaveril III,3
P2PC.00.603,Turismiturundus,5
LOKT.06.032,Praktiline keemiline analüüs,6
OIEO.06.054,Võlaõiguse üldosa,6
MTAT.07.022,Krüptograafia uurimisseminar,12
P2NC.01.016,Humanitaarainete õpetaja põhipraktika,11
FLGR.00.010,Doktoriseminar,12
FLEE.08.121,Foneetika programmiga Praat,3
ARST.01.116,Terved hambad kõigile,1
P2VK.04.592,Lavaline liikumine,5
MTAT.03.266,Mobiilirakenduste loomine. Projekt,3
OIAO.07.051,Sissejuhatus inimõigustesse,3
P2OG.02.151,Uurimistöö I (avalik õigus),3
MTAT.03.238,Algoritmika,6
FLAJ.02.148,Ühiskonna inforessursside haldamine,3
P2VK.02.734,Ansamblitöö metoodika,6
LOFY.04.049,Üldrelatiivsusteooria,6
MJRI.02.075,Ökonomeetriline analüüs,6
P2VK.02.671,Ansambel II,6
P2VK.09.076,"Inglise keel, tase A2",3
P2VK.04.028,Kontaktimprovisatsioon I,3
P2VK.04.556,Lavastuskorraldaja eriala praktika,15
FLEE.08.116,Keeletüpoloogia,3
ARFS.01.081,Kaasaegsed uurimismeetodid neurobioloogias 3,6
P2VK.04.575,Lavastuse produktsioon,3
P2OG.02.168,Keskkonnaõigus,6
P2VK.04.192,Joonistamine I,3
ARNR.01.034,Neuropsühholoogia praktika,6
FLSE.00.300,Semiootika ja kultuuriteooria distsiplinaarne seminar,3
SHZU.03.003,Organisatsioonikommunikatsiooni teooriad,4
ARMP.02.007,Immunoloogia,5
LOFY.02.047,Magnetmaterjalid,3
LOTI.02.013,Rakutsükkel,3
MJRI.10.016,Läänemere regiooni riikide majanduskeskkond,3
P2VK.01.275,Etnoloogia,2
AROT.00.051,Stressijuhtimine,3
MTAT.03.262,Mobiilirakenduste loomine,3
FLGR.03.130,Hispaania keele ajalugu,3
FLSE.00.150,Uurijaseminar,6
P2VK.04.509,Kultuuri ja kunstide ajalugu,6
P2PC.01.158,Inglise ärikeel,3
FLEE.06.183,Soome keele grammatika I,3
P2PC.00.503,Lõputöö,9
P2VK.05.345,Kõrgkoolipedagoogika,3
LOOM.00.023,Ettevõttepraktika,6
MJJV.02.094,Turunduse juhtimine,6
P2VK.05.238,Elamuspedagoogika,6
LOOM.01.001,Algoloogia,3
P2OG.03.004,Loogika,3
P2VK.05.190,Kultuurisemiootika,3
P2VK.02.362,Laul ja hääleseade II,3
SORG.00.029,Kodanikuühiskond,6
MTAT.03.206,Menetluspraktika infotehnoloogias,12
P2NC.00.704,Koolipraktika,6
SORG.00.038,Doktoritöö alused,6
P2NC.00.821,Sissejuhatus õpingutesse,1
FLKU.05.025,Ilukirjanduse tõlkimise praktikum,3
LOOM.02.124,Projektijuhtimine,3
P2PC.00.502,Turunduse alused,3
P2VK.05.118,Personalijuhtimine,3
P2VK.05.257,Loovtegevus,6
P2VK.05.204,Muusikaõpetus,3
P2PC.00.289,Majandusarvestuse alused,3
P2VK.04.065,Sissejuhatus valguskujundusse,2
SOPH.00.522,Magistritöö,30
LOMR.08.001,Ensümoloogia,3
ARFS.01.080,Kaasaegsed uurimismeetodid neurobioloogias 2,6
MJJV.02.083,Turunduse juhtimine,6
KKSP.03.041,Spordipsühholoogia eriseminar I,3
P2VK.02.370,Põhipill III,6
LOOM.02.073,Inimgeograafia uurimismeetodid,5
FLKU.05.099,Tekstoloogia,3
FLAJ.00.049,Bakalaureusetöö,12
AROT.00.014,Õendusjuhtimise praktika,12
P2VK.05.225,Korraldustöö praktikum,6
P2OG.02.058,Riigiõigus,6
MJJV.03.136,Juhtimine,6
P2NC.00.813,Suuline kommunikatsioon I,6
HTEP.02.009,Logopeedia ja fonatsiooni alused,2
P2VK.01.029,Eriala kompositsioon I,3
SORG.04.012,Geopoliitika,6
FLKU.05.094,Kirjanduse seminar,6
ARFS.01.073,Kaasaegsed suunad neuroteaduses 4,3
LOOM.02.209,Magistriseminar,3
LOOM.02.219,Doktoriseminar ökotehnoloogias,21
FLKU.03.007,Kultuurikorralduse praktika,3
P2VK.05.161,Kultuuridevahelise kommunikatsiooni praktikum,3
P2VK.02.030,Arranžeerimine I,3
LOOM.02.153,Statistiline andmetöötlus,5
P2PC.03.057,Turismi inglise keel,3
LOOM.02.094,Maailmamajanduse geograafia,3
ARFA.01.071,Sissejuhatus erialasse ja farmaatsia ajalugu,3
MJ00.00.012,Uurimus (Majandusteadus),3
ARTH.02.063,Bioeetika,3
LOMR.05.008,Molekulaarbioloogia,6
SOPH.00.111,Käitumise neurobioloogia,3
AROT.01.013,Arendusprojektide planeerimine ja koostamine õenduses,3
P2VK.04.561,Tantsukompositsioon IV,3
FLSE.00.225,Sissejuhatus semiootika uurimismeetodeisse,3
P2VK.04.447,Vormiõpetus ja plastilise anatoomia alused I,3
P2NC.01.114,Ettevõttepraktika,17
P2VK.05.205,Pärimuskombestik,3
SVHI.03.031,Õpiabi praktikum,3
LOOM.01.032,Biosüstemaatika alused ja meetodid,3
LOKT.10.027,Bioorgaaniline keemia täna 1,8
P2VK.02.352,Rütmika II,3
MJRI.10.009,Makroökonoomiline keskkond,6
P2NC.00.699,Euroopa Liit,3
P2VK.04.078,Rahvalik seltskonnatants,3
ARFA.02.036,Ravimpreparaatide toimekestvuse modifitseerimine,2
MJCV.00.014,Ettevõtluse alused,3
P2VK.01.373,Vormitöö algkursus II,3
LOOM.02.122,Loodusvarad ja nende säästlik majandamine,4
LOKT.04.081,Reovee- ja settekäitluse tehnoloogiad,6
LOOM.02.130,Geomorfoloogia,3
MJCV.00.027,Äriplaan,3
KKSP.02.021,Spordipedagoogika,3
LTAT.05.007,Inimese ja arvuti interaktsioon,6
MJJV.10.071,Finantsmodelleerimine,3
MTMM.00.340,Kõrgem matemaatika I,6
MJRI.02.074,Praktika,6
HTOS.02.247,Kasvatus ja õppetöö organiseerimine,3
USUS.06.109,Religioonifilosoofia,3
LOOM.00.002,Magistritöö,30
MTAT.07.024,Kvantkrüptograafia,6
MTAT.03.306,Nõuete analüüs,6
USUS.05.067,Heebrea keel,6
P2VK.09.015,Seminaritöö,6
P2EC.00.131,"EL laienemine, siirdeprotsessid ja naabruspoliitika",6
ARTH.02.079,Tervishoiu organisatsioon ja seadusandlus,4
ARMB.01.053,Kliiniline mikrobioloogia,2
SHRG.03.011,Suveräänsus ja maailmakord,6
LOOM.01.072,Taimede ökofüsioloogia,3
MTAT.03.294,Tarkvara testimise praktikum,3
MTAT.03.297,Veebilehtede loomine,3
LOOM.01.073,Ökoloogia rakendusi,3
ARFA.01.060,Sotsiaalfarmaatsia erialakirjanduses ja internetis,2
P2VK.02.363,Laul ja hääleseade III,3
SHHI.03.001,Aktiivsus- ja tähelepanuhäirega õpilane,3
P2VK.02.459,Lisapill I,3
LOMR.03.020,Mikrobioloogia II,3
P2OG.01.084,Õigussüsteemide võrdlev ajalugu,6
P2OG.02.154,Haldusõigus,6
OIAO.02.037,Praktilise õigusabi osutamine I,6
LOFY.05.036,Automatiseeritud andmehõive keskkonnaseires,3
LOOM.02.106,Turismigeograafia,3
P2VK.04.582,Lavakõne,10
P2VK.04.588,Hääleseade,5
LTAT.03.005,Algoritmid ja andmestruktuurid,6
FLGR.03.297,Prantsuse kontrastiivne lingvistika,6
SHHI.01.031,Pidev pedagoogiline praktika,6
SHHI.01.032,Pedagoogiline praktikum,4
FLGR.00.063,Võõrkeelte õpetamise pidev praktika,3
FLSE.00.251,J. v. Uexkülli ja J. Lotmani lugemised,6
ARMP.02.010,Immunoloogia alase uurimistöö alused IV,6
SOZU.00.011,Doktoriseminar: teadustöö tulemuste publitseerimine,3
ARTH.03.044,Mittenakkushaiguste epidemioloogia,4
FLKU.05.021,Kirjanduse ja teatriteaduse doktoriseminar,12
P2VK.05.219,Maksundus ja võlaõigus kultuuriettevõtluses,3
ARTH.03.045,Statistiline modelleerimine,7
MTAT.03.015,Arvutigraafika,6
P2VK.02.374,Transkriptsioon,3
ARSK.03.017,Sissejuhatus laborimeditsiini,2
FLEE.08.117,Foneetika seminar I,3
ARST.01.112,Ortopeediline stomatoloogia I,10
ARAI.01.050,Anestesioloogia ja erakorraline meditsiin,1
ARST.01.113,Suu -ja hambahaiguste propedeutika I,12
OIEO.06.045,Lepinguõigus,6
MJCV.00.033,Loovettevõtja baaskursus,6
SVHI.06.008,Koostöine õppimine,3
USUS.06.078,Võrdleva usundiloo sissejuhatus,3
MJCV.00.005,Ettevõtja baaskursuse praktika,6
LOFY.01.039,Mõõtmistulemuste töötlemine,3
P2VK.04.586,Lavaline häälekasutus ja hääletreening II,5
FLEE.06.166,Soome kirjandus I,4
LTFY.01.018,Erialase edu strateegiad,6
USUS.02.059,Teoloogia tänapäevased probleemid B,3
HTEP.01.038,Viipekeele teoreetilised alused,3
P2OG.04.036,Inglise õiguskeel süvendatult juristidele(C1),6
HTEP.02.083,Koolipraktika õpiraskustega lastega,7
HTOS.02.238,Geomeetria,3
MJJV.07.089,Ettevõtte rahvusvahelistumine,6
FLLE.00.010,Lõunaeesti kirjakeele ajalugu,3
FLKU.03.062,"Punk rock: stiil, subkultuur, kultuur",3
FLLE.00.007,Lõunaeesti keel I,3
MJJV.02.097,Innovaatiliste toodete ja teenuste turundus,9
SOZU.01.201,Sissejuhatus dokumentalistikasse,6
LOOM.03.103,Doktoriseminar geoloogias,21
LTTO.00.011,Kosmosetehnoloogia alused,3
LOFY.03.079,Arvuti arhitektuur ja riistvara I,6
ARMB.01.055,Kliiniline mikrobioloogia. Pea ja kaela piirkonna infektsioonid,1
KKSP.03.044,Spordi sotsiaalteadused: eriharukursus doktoriõppele I,24
OIAO.05.064,Privaatsusõigus ja isikuandmete kaitse,3
P2NC.00.757,Eesti keele sõnamoodustus,3
KKSP.04.025,Treeninguõpetus: eriharukursus doktoriõppele,24
ARKS.01.024,Pulmonoloogia ja torakaalkirurgia,4.5
KKSB.01.001,Funktsionaalne morfoloogia,3
P2VK.02.031,Arranžeerimine II,3
HTEP.01.150,Õppekavaarendus erivajaduste osas,3
SHRG.02.005,Ajaloo- ja mälu poliitika,6
SHHI.01.053,Kasvatuskultuurid ja -filosoofia,3
P2VK.01.395,Kivitöö praktika,3
LTAT.05.003,Tarkvaratehnika,6
ARFA.02.113,Farmatseutiline tehnoloogia,22
FLEE.04.175,Eesti keele ortograafia muukeelsetele,3
FLGR.05.303,Vene kirjandusteaduse alused,3
HTEP.01.048,Matemaatika õpe erivajadustega lastele II,5
KKSB.05.043,Geriaatrilise füsioteraapia praktika,18
USUS.03.079,Religioonipsühholoogia,3
KKSP.04.046,Sportlase lihashooldus,2
P2VK.05.240,Mudeldusmängu metoodika,6
SOSS.02.123,Sotsioloogia vaatluspraktika,6
FLKE.03.207,Eesti ja eestlased (inglise keele baasil),3
P2PC.01.145,Spordiorganisatsiooni ja -juhtimise alused,3
OIEO.04.100,Eraõiguse aktuaalseid probleeme II,8
OIEO.04.099,Eraõiguse aktuaalseid probleeme I,8
MTAT.03.299,Hariduslikud programmeerimiskeeled,3
MTAT.03.256,Programmeerimise alused II,3
MTAT.03.219,Programmeerimine C-keeles ja assembleris,3
FLEE.09.017,Eesti foneetika ja fonoloogia,3
MJJV.09.032,Juhtimisarvestus,6
P2VK.02.384,Miksimise tehnoloogia,3
P2VK.02.383,Elektroakustika,3
HTHT.00.036,Ülikoolis õpetamise praktika,6
ARST.01.047,Stomatoloogia propedeutika (õpetus hambaravimaterjalidest),3
FLGR.03.257,Hispaania keele praktikum I,6
SHRG.03.004,Läänemere regiooni ajalugu,6
ARST.01.104,Mälumisfüsioloogia II,2
FLGR.03.263,Hispaania keele suulise ja kirjaliku väljenduse õpetus I,6
P2VK.01.134,Arvutil projekteerimine I,3
OIAO.01.054,Sissejuhatus sotsioloogiasse,3
MJ00.00.029,Kvaliteedijuhtimine,3
KKSB.05.042,Täiskasvanute füsioteraapia praktika,18
HTEP.01.044,Jõukohase õppe alused,3
FLEE.02.019,Eesti keel ja stilistika,6
HTOS.02.258,Inglise keele didaktika esimeses ja teises kooliastmes I,4
OIEO.06.009,Ühinguõigus,6
P2PC.01.073,Projektijuhtimise alused,3
SORG.00.048,Politoloogia eriseminar doktorantidele,6
KKSP.04.044,Sportliku treeningu seminar,6
FLAJ.07.235,Aktuaalseid küsimusi varauusaja ja uusaja ajaloost,6
P2VK.01.432,Eesti ehtekultuur,2
HTHT.01.032,Läbirääkimisoskused,3
SHRG.03.009,Konfliktiohjamine ja lahendamine,6
SHRG.03.026,Rahvusvahelised suhted,6
FLEE.02.183,Eesti keele vormiõpetus,3
P2VK.02.465,Ansambel II,3
P2VK.02.743,Live kontsertide helindamine II,6
LOFY.05.006,Keskkonnaseire füüsikalised alused,3
P2VK.02.463,Põhipill III,6
P2VK.04.589,Soololaul,5
P2VK.04.593,Tantsutehnikad ja treeningsüsteemid I,5
FLEE.04.222,"Balti rahvad ja keeled: päritolu, arengulugu ja tänapäev",3
P2PC.00.602,Turismiettevõtte strateegiline juhtimine,5
P2VK.01.404,Lõiketöötlustehnikate praktika,3
HTEP.02.085,Eesti keele õpe erivajadustega lastele II,3
LOFY.02.042,Nanotehnoloogia praktikum,3
LOMR.01.001,Molekulaarne biotehnoloogia,5
LOMR.01.003,Molekulaarse biotehnoloogia praktikum,4
HVLC.01.011,"Erialane inglise keel geenitehnoloogia üliõpilastele, tase B2",3
LOMR.02.004,Evolutsioonimehhanismid,2
LOMR.02.001,Immunoloogia ja immunogeneetika,3
LOLO.00.049,Geograafia didaktika,4
P2VK.05.060,Turundus,3
FLGR.06.148,Valikküsimusi Põhjamaade kultuurist ja ajaloost,6
P2PC.01.146,Spordirajatiste majandamine,3
ARTH.02.055,Meditsiiniteooria ja -eetika,3
P2VK.04.010,Ballett II,6
P2PC.00.499,Sotsioloogia alused,3
MTMS.01.010,Katseplaneerimise teooria,3
LTMS.00.016,Rakendustarkvara: R,3
LOKT.02.042,Füüsikalise keemia praktikum II,6
P2VK.02.461,Põhipill I,6
ARTH.03.040,Epidemioloogia ja biostatistika,2
P2VK.02.405,Improvisatsiooni metoodika,3
P2PC.00.515,Inimressursside juhtimine heaolumajanduses,5
LOFY.01.076,Konsultatiivtöö metoodika,6
LOFY.01.071,Aktiivõpe füüsika õpetamisel,3
P2VK.04.610,Lavastajatöö erialapraktika II,20
LOOM.02.193,Dendrokronoloogia,2
P2VK.04.608,Näitlejatöö erialapraktika II,20
ARNH.01.031,Sagedasemad nahahaigused näol,1
LOMR.06.003,Rakubioloogia praktikum,2
LOMR.07.001,Taimefüsioloogia,3
LOMR.08.002,Biokeemia praktikum,5
LOMR.07.006,Taimefüsioloogia praktikum,3
MTAT.05.074,Sissejuhatus informaatikasse,3
SHHI.02.023,Matemaatikaprogrammide kasutamine I-II kooliastmes,3
MTAT.03.272,Programmeerimiskeelte uurimisprojekt,3
P2EC.00.137,Rahvusvahelised rahastamisprogrammid ja projektide kirjutamine,6
KKSB.02.011,Teadustöö metoodika. Üldkursus magistriõppele,3
ARMP.02.029,Immunoloogia,4
P2VK.09.061,Avalik esinemine,3
SHHI.03.028,Neelamise füsioloogia ja teraapia,2
SHHI.03.029,Kõnet asendavad ja toetavad kommunikatsioonimeetodid,2
OIEO.01.021,Teadustöö metoodika I,6
FLSE.00.276,Kommunikatsioon ja võim,6
HVUS.06.005,"India religioonide, filosoofiate ja kultuuride ajalugu",6
USUS.03.055,Praktika magistriõppes,6
FLAJ.07.198,Euroopa ideede ajalugu,3
LOMI.00.001,Läänemere ökoloogia,3
LOMR.08.006,Biokeemia II,3
LOMR.03.006,Toiduainete mikrobioloogia,3
SHHI.03.030,Erivajadustega laste õpetamine lasteaias,3
FLGR.04.709,Tõlkepraktika,9
AR00.00.100,Teadustöö üliõpilastele,2
MV00.00.003,Sisemeditsiini praktika,12
P2VK.02.287,Helidisain II,3
P2VK.01.365,Üldkompositsioon ja vormiõpetus,3
USUS.05.069,Vana ja Uue Testamendi seminar,3
FLEE.02.009,Eesti keele seminar,6
P2VK.02.045,Praktiline harmoniseerimine klaveril II,3
FLSE.00.138,Sissejuhatus kultuuriteooriatesse,6
LOFY.02.006,Materjalifüüsika praktikum II. Elekter ja magnetism,3
FLFI.04.032,Sissejuhatus metafüüsikasse,3
HTEP.02.084,Eesti keele õpe erivajadustega lastele I,6
P2VK.01.198,Praktiline metsandus,3
LOMR.10.002,Bioinformaatika I,3
LOMR.03.009,Geneetika harjutused,3
LOKT.07.010,Keemia alused,6
LOOM.03.083,Hüdrogeoloogia,3
LOOM.03.051,Paleontoloogia ja stratigraafia alused,3
LOOM.03.086,Geodünaamika ja tahke Maa füüsika alused,3
FLGR.01.254,Inglise keele ainekava ja õppematerjalide analüüs ja koostamine,3
LOFY.01.157,Füüsika koolis,3
MV00.00.005,Peremeditsiini praktika,12
LOKT.02.037,Füüsikaline keemia 1. osa,6
P2NC.00.400,Arengupsühholoogia,3
P2NC.00.510,Sissejuhatus kirjandusteadusesse,3
P2OG.04.041,Vene keele kesktase (B1),6
MJJV.10.041,Ettevõtte rahandus,6
KKSB.05.078,Rehabilitatsiooni alused,3
MJJV.10.044,Ettevõtte rahandus ja investeeringud,6
SVPH.00.021,Sissejuhatus rakenduslikku militaarpsühholoogiasse,3
MTMS.02.004,Tõenäosusteooria II,6
LOFY.02.010,Füüsikalised materjalitehnoloogiad,3
LOFY.02.020,Röntgenstruktuuranalüüs I,3
MJJV.03.147,Personali juhtimine ja organisatsioonikäitumine,6
LOFY.02.018,Klaasid,3
LOFY.02.019,Spektroskoopia alused,3
FLGR.03.260,Hispaania keele teooria III,6
LOMR.10.005,Bioinformaatika II,3
LO00.00.003,Eesti keele suulise ja kirjaliku väljenduse õpetus,3
HVFI.01.003,Filosoofilised lahkarvamused,6
FLFI.03.084,Bioloogiafilosoofia,3
LTAT.01.006,Eesti keele töötlus Pythonis,6
SHPH.00.038,Psüühika põhifunktsioonid,6
SOPH.00.284,Bioloogilise psühholoogia arengusuunad,3
FLSE.00.054,Keelesemiootika,3
FLSE.00.137,Sissejuhatus semiootikasse,6
LOFY.01.115,Füüsika ja tehnika,3
LOFY.01.113,Füüsika õpetamine gümnaasiumis,2
P2PC.01.154,Projektipõhine rahastamine,3
LOOM.01.043,Taimetundmise praktika,3
LOKT.09.005,Orgaaniline keemia II,6
LOKT.09.006,Orgaaniline keemia III,3
SHHI.03.003,Bakalaureuseeksam eripedagoogikas,6
P2VK.02.407,Muusik-tehnoloogi kutsepraktika I,6
P2VK.04.252,Tantsukompositsioon II,3
P2PC.00.397,Lepinguõigus,3
P2VK.04.251,Tantsukompositsioon I,3
FLAJ.03.167,Eesti uusima aja ajalugu,4
LOMR.03.016,Mikrobioloogia I,3
FLAJ.07.205,Uusaeg,6
SOPH.00.408,Menetluspraktika (kliiniline psühholoogia),6
OIAO.06.050,Infopädevuse alused,3
FLAJ.01.111,Baltimaade keskmine ja noorem rauaaeg,5
P2VK.04.604,Etenduskunstide teooriad ja praktilise lavastamise alused,5
P2NC.00.129,Inglise keele struktuur I,3
HTOS.02.254,Kirjaliku väljendusoskuse arendamine,3
P2VK.05.351,Loovkirjutamine,3
SHHI.03.004,Erivajadustega laste arengu toetamine enne kooliiga,5
ARBK.01.025,Teadustöö planeerimine meditsiinilise biokeemia erialal,2
P2VK.02.517,Lisapill,3
FLFI.00.001,Sissejuhatus filosoofiasse,3
LOMR.03.021,Mikrobioloogia ja viroloogia praktikum,6
MJRI.01.011,Sotsiaal- ja majandusstatistika alused,3
MJJV.10.002,Rahandus,6
ARFR.02.037,Farmakoloogia ja toksikoloogia,9
ARST.01.111,Suu- ja hambahaigused I,12
SHHI.03.012,Andekuse psühholoogia ja pedagoogika küsimusi,3
FLKE.05.009,Farmaatsiaalane ladina keel,3
LOKT.09.004,Orgaaniline keemia I,6
ARKI.02.031,Üld- ja abdominaalkirurgia,3
ARKI.02.030,Lastekirurgia,2.25
ARKI.02.029,Uroloogia,1.75
FLKU.01.142,Magistritöö (maalikunst),30
OIAO.06.040,Ülikoolis õpetamise praktika,6
FLKU.10.005,Sanskriti keel edasijõudnutele. Tekstide lugemine ja analüüs,4
